ProductID,Date,Zip,Units,Currency,Revenue
1692,27-06-2024,83361,14,USD,779.88
2079,08-06-2024,14806,19,USD,986.24
1502,30-10-2023,67559,17,USD,579.34
113,08-06-2024,65025,1,USD,73.36
2061,09-09-2023,10571,9,USD,356.14
48,07-08-2024,54801,6,USD,133.42
1188,28-03-2024,23238,16,USD,616.47
2399,05-02-2024,53182,1,USD,65.49
1968,24-05-2024,20030,11,USD,689.37
1004,12-06-2024,93496,9,USD,260.76
1533,21-01-2024,56975,20,USD,1873.12
1765,08-09-2023,93205,4,USD,113.63
2367,03-08-2024,58352,19,USD,877.37
1155,29-07-2024,63967,11,USD,649.1
857,06-08-2024,40127,17,USD,1309.5
2156,17-11-2023,94624,18,USD,1761.95
1053,04-06-2024,82034,20,USD,984.75
763,07-06-2024,14040,17,USD,347.68
1617,01-05-2024,24796,2,USD,198.39
601,02-10-2023,31327,8,USD,799.73
2369,28-12-2023,99482,11,USD,267.44
909,06-01-2024,90523,7,USD,632.93
1811,02-08-2024,72075,3,USD,205.39
1289,04-04-2024,64053,19,USD,1392.26
644,24-03-2024,53513,5,USD,430.25
997,18-08-2024,39102,1,USD,93.24
498,02-01-2024,74427,2,USD,51.66
2038,21-06-2024,31885,17,USD,494.7
1138,05-11-2023,25949,18,USD,845.05
1853,14-09-2023,80627,19,USD,850.66
189,02-05-2024,96060,11,USD,595.7
1694,29-08-2024,52763,15,USD,1017.0
646,09-05-2024,86460,11,USD,346.23
1814,04-08-2024,91051,12,USD,971.62
1497,23-10-2023,69234,20,USD,1052.88
1734,04-02-2024,63739,6,USD,299.28
2194,20-08-2024,81041,7,USD,199.19
1069,04-03-2024,47330,6,USD,175.49
795,28-09-2023,25607,3,USD,264.26
178,02-10-2023,64267,19,USD,1464.86
1366,01-03-2024,22447,17,USD,1175.88
354,01-02-2024,42572,13,USD,1080.74
1222,27-12-2023,87505,16,USD,485.68
799,06-07-2024,79385,13,USD,1102.89
1705,10-10-2023,33795,1,USD,45.85
735,14-09-2023,54999,11,USD,740.03
302,14-08-2024,29458,3,USD,277.02
2217,03-09-2023,59285,16,USD,935.26
709,23-05-2024,74708,10,USD,929.09
1115,18-05-2024,16245,5,USD,293.29
1941,19-10-2023,78360,3,USD,111.23
1152,05-03-2024,26282,12,USD,592.52
535,29-11-2023,71584,20,USD,1775.1
1628,05-07-2024,19031,8,USD,713.88
2376,22-09-2023,10805,3,USD,261.92
1780,17-04-2024,59778,17,USD,1488.03
1517,24-04-2024,29716,1,USD,37.29
510,30-08-2024,82401,19,USD,886.79
2330,23-01-2024,22829,6,USD,496.92
865,28-09-2023,99756,3,USD,72.87
25,31-10-2023,49348,15,USD,1462.52
1625,23-10-2023,15279,9,USD,656.0
1864,09-02-2024,57191,14,USD,1045.76
1222,28-05-2024,36394,6,USD,449.63
2373,16-07-2024,27941,1,USD,36.53
1889,15-07-2024,58316,19,USD,1413.81
978,08-01-2024,90490,16,USD,1467.66
884,16-05-2024,23827,14,USD,730.44
992,09-06-2024,30417,11,USD,1082.71
3,12-04-2024,56089,1,USD,43.29
1080,01-08-2024,97348,6,USD,123.46
536,01-08-2024,56293,4,USD,332.36
1463,11-05-2024,23073,9,USD,598.61
296,28-11-2023,34082,7,USD,591.67
2219,25-02-2024,17304,17,USD,426.93
473,18-11-2023,49479,1,USD,24.14
1469,21-05-2024,38223,15,USD,1354.94
2240,07-04-2024,46636,11,USD,508.3
1105,07-07-2024,46042,16,USD,503.11
2318,28-10-2023,83853,5,USD,244.47
2204,11-07-2024,41719,9,USD,827.32
318,09-05-2024,26239,18,USD,1740.06
816,10-01-2024,61056,2,USD,149.8
1326,07-11-2023,79707,3,USD,115.96
1400,07-09-2023,95423,17,USD,1439.11
923,16-02-2024,96917,19,USD,696.77
484,26-05-2024,77080,18,USD,846.57
1931,06-08-2024,25135,17,USD,1395.67
194,21-08-2024,54753,11,USD,794.35
933,04-10-2023,64645,14,USD,1374.28
62,05-09-2023,23975,15,USD,1431.18
1394,15-11-2023,39776,4,USD,129.17
1991,10-07-2024,26899,2,USD,147.47
835,14-01-2024,74859,18,USD,940.78
968,02-01-2024,55506,19,USD,1095.99
770,21-03-2024,57931,7,USD,247.31
2105,29-01-2024,46502,2,USD,123.91
1118,27-08-2024,81372,1,USD,28.15
1211,01-11-2023,80779,1,USD,70.8
1011,24-06-2024,33092,18,USD,655.02
650,09-01-2024,49366,18,USD,1543.69
163,16-12-2023,69225,7,USD,511.81
791,05-06-2024,61559,17,USD,1638.33
1376,15-03-2024,40459,20,USD,1157.72
1339,22-10-2023,66745,8,USD,386.96
609,03-08-2024,87847,13,USD,871.31
1362,25-08-2024,66840,1,USD,51.81
2078,02-12-2023,63073,12,USD,573.4
499,26-06-2024,18727,15,USD,955.16
1837,20-09-2023,42350,17,USD,1635.59
1554,17-06-2024,32046,11,USD,597.56
1576,03-09-2023,71091,2,USD,59.62
1336,26-09-2023,83095,13,USD,783.03
377,27-09-2023,30267,10,USD,712.11
1049,07-06-2024,13564,13,USD,857.57
1856,04-12-2023,37851,10,USD,620.22
2135,08-12-2023,35817,7,USD,587.82
968,02-06-2024,41634,3,USD,96.27
1534,23-08-2024,75320,19,USD,1246.5
1077,13-08-2024,70202,5,USD,255.81
1936,10-06-2024,44413,10,USD,438.21
325,30-05-2024,28242,4,USD,82.78
686,15-06-2024,84934,3,USD,150.2
1104,19-04-2024,15329,10,USD,414.32
507,23-01-2024,42733,3,USD,239.32
1371,10-10-2023,17615,5,USD,399.0
322,04-02-2024,51991,20,USD,528.89
1947,06-09-2023,31730,18,USD,788.23
2247,31-05-2024,66095,11,USD,336.72
478,22-09-2023,98452,4,USD,385.89
1461,09-10-2023,26747,20,USD,1755.43
175,05-05-2024,75553,11,USD,824.94
1615,22-07-2024,28258,14,USD,447.38
701,09-03-2024,28826,7,USD,341.01
572,17-03-2024,68944,14,USD,798.97
1417,15-04-2024,97706,5,USD,379.08
1323,25-03-2024,57020,1,USD,95.78
468,13-10-2023,59012,8,USD,512.49
128,10-03-2024,59510,17,USD,653.58
2092,01-11-2023,91241,3,USD,244.88
1482,08-03-2024,43658,10,USD,688.22
1958,01-05-2024,65029,15,USD,936.46
1785,06-09-2023,50499,9,USD,601.73
785,22-10-2023,52286,9,USD,641.23
50,12-04-2024,26986,11,USD,970.68
1088,16-03-2024,88986,9,USD,618.61
2153,08-07-2024,45017,10,USD,373.48
1693,10-11-2023,15866,1,USD,63.32
712,15-10-2023,18597,4,USD,276.26
1682,01-06-2024,91554,15,USD,607.66
1788,05-04-2024,52473,8,USD,647.98
2160,21-11-2023,83231,3,USD,226.6
1403,11-10-2023,12031,19,USD,1674.84
2067,19-05-2024,52297,18,USD,684.99
1389,11-03-2024,64357,12,USD,960.83
79,08-12-2023,26907,6,USD,374.24
1369,21-10-2023,93683,1,USD,85.78
553,30-09-2023,86944,18,USD,531.33
730,21-08-2024,80285,11,USD,714.19
2179,22-10-2023,41826,10,USD,432.73
1381,03-04-2024,28177,14,USD,617.44
4,06-08-2024,86065,3,USD,222.41
402,22-06-2024,51992,8,USD,319.18
282,11-01-2024,33258,10,USD,243.1
770,14-12-2023,59366,15,USD,1000.6
965,28-09-2023,94280,11,USD,635.63
2280,23-01-2024,73407,14,USD,1302.84
2091,16-10-2023,42958,10,USD,227.97
365,23-06-2024,79624,17,USD,795.24
2225,15-09-2023,90576,13,USD,439.36
1571,16-01-2024,96888,19,USD,952.77
1163,18-06-2024,76280,16,USD,463.75
1660,08-08-2024,55719,10,USD,908.77
2052,24-07-2024,30840,15,USD,428.62
1887,22-12-2023,45697,16,USD,1251.04
2353,14-03-2024,86542,19,USD,1540.97
1602,04-07-2024,35321,5,USD,473.16
2161,28-05-2024,49063,18,USD,1349.14
416,20-07-2024,22345,3,USD,73.37
346,23-10-2023,73199,3,USD,116.44
607,30-04-2024,27233,5,USD,113.6
1906,03-12-2023,22258,10,USD,749.05
105,11-09-2023,89606,16,USD,922.77
2225,14-02-2024,73136,7,USD,545.35
501,29-07-2024,32278,19,USD,1392.39
2102,02-10-2023,51958,6,USD,352.95
921,29-08-2024,35586,6,USD,398.36
2299,16-10-2023,82859,15,USD,1238.03
1680,22-12-2023,87410,18,USD,1122.24
1906,12-08-2024,94348,2,USD,43.53
1898,16-05-2024,43233,19,USD,1833.31
872,07-07-2024,74556,10,USD,201.85
390,25-02-2024,86991,18,USD,1653.98
504,01-07-2024,21412,17,USD,693.5
2117,29-03-2024,63175,6,USD,177.53
1666,30-08-2024,56984,2,USD,43.02
2145,15-06-2024,16279,10,USD,864.55
1045,04-03-2024,63689,20,USD,1651.29
246,18-02-2024,78311,18,USD,992.63
439,19-07-2024,12902,17,USD,1362.18
1957,03-10-2023,64928,20,USD,886.25
316,03-07-2024,76356,13,USD,925.32
2098,23-09-2023,96971,10,USD,657.73
1949,18-03-2024,72478,16,USD,793.34
902,26-02-2024,84929,9,USD,863.01
2168,19-01-2024,25848,5,USD,471.71
1326,25-03-2024,73751,3,USD,122.31
237,04-12-2023,68825,4,USD,378.2
435,11-09-2023,52855,4,USD,342.36
513,26-04-2024,57500,5,USD,410.89
1279,21-05-2024,61490,19,USD,1348.66
1432,30-07-2024,16399,1,USD,81.6
1398,18-11-2023,87686,8,USD,325.02
1774,06-04-2024,49955,2,USD,101.32
479,26-03-2024,71289,2,USD,81.54
1485,11-12-2023,82318,9,USD,800.33
1941,19-07-2024,32588,5,USD,181.61
1800,04-08-2024,98064,17,USD,640.51
1277,26-11-2023,44342,7,USD,305.97
265,13-07-2024,80810,12,USD,781.28
2167,18-02-2024,88731,17,USD,1483.13
642,14-12-2023,97855,9,USD,424.63
2229,02-09-2023,16936,15,USD,712.98
319,02-03-2024,82657,7,USD,311.3
1759,23-06-2024,65828,10,USD,383.08
1927,22-12-2023,12872,3,USD,128.32
238,28-07-2024,84118,17,USD,649.28
1539,21-07-2024,42885,15,USD,317.74
1567,18-12-2023,76275,5,USD,493.16
1629,28-06-2024,56008,12,USD,500.81
743,31-08-2024,23794,15,USD,449.89
577,29-09-2023,68241,11,USD,573.72
733,17-05-2024,70705,16,USD,335.65
1823,03-10-2023,30735,7,USD,550.91
1980,10-08-2024,59442,7,USD,202.78
582,19-02-2024,73978,16,USD,884.35
1073,18-02-2024,60528,14,USD,1058.88
43,11-04-2024,45932,18,USD,1300.45
2082,06-07-2024,20544,2,USD,58.41
755,07-06-2024,99304,14,USD,295.7
2215,15-10-2023,32933,4,USD,218.44
1668,27-03-2024,67052,19,USD,1002.66
1063,10-03-2024,27143,9,USD,406.87
769,12-11-2023,90056,9,USD,690.8
561,06-04-2024,54943,10,USD,464.52
569,19-06-2024,50813,14,USD,1171.08
252,18-06-2024,25786,5,USD,469.28
2079,16-04-2024,82970,13,USD,288.25
359,05-11-2023,80078,8,USD,522.89
1351,07-02-2024,16389,11,USD,503.87
431,24-10-2023,83863,19,USD,1285.4
1830,25-07-2024,98756,5,USD,425.45
1009,31-03-2024,91549,8,USD,673.52
1324,23-02-2024,12470,11,USD,771.04
764,17-10-2023,30015,14,USD,556.97
1708,17-09-2023,39584,2,USD,50.96
2306,06-12-2023,28838,10,USD,775.45
407,04-01-2024,21766,8,USD,511.0
425,26-07-2024,71701,11,USD,533.79
1737,28-01-2024,93517,12,USD,445.45
854,26-08-2024,30823,7,USD,294.69
1951,10-11-2023,71183,1,USD,21.32
1465,19-01-2024,97525,8,USD,657.16
387,15-12-2023,56746,17,USD,747.2
2257,13-11-2023,27514,10,USD,559.9
1929,30-05-2024,87775,4,USD,317.64
490,27-11-2023,49076,10,USD,236.08
1788,06-07-2024,68682,5,USD,127.72
1774,09-03-2024,67282,7,USD,666.0
342,24-09-2023,14821,16,USD,1263.77
1358,17-07-2024,75897,4,USD,140.21
640,28-04-2024,97994,11,USD,755.64
1635,06-11-2023,33304,20,USD,1909.64
80,11-02-2024,42858,14,USD,351.24
419,28-08-2024,98243,5,USD,176.74
1061,25-07-2024,40371,6,USD,588.45
112,19-06-2024,96878,10,USD,322.16
2398,26-02-2024,29762,20,USD,829.05
696,27-08-2024,52160,6,USD,592.9
724,31-03-2024,63229,12,USD,716.42
2047,27-05-2024,42106,18,USD,1758.25
1606,21-01-2024,26975,12,USD,770.45
1518,06-02-2024,40775,4,USD,184.23
1840,03-07-2024,77528,13,USD,307.04
25,28-05-2024,97611,9,USD,304.21
477,11-09-2023,71730,15,USD,495.92
233,23-05-2024,36095,5,USD,126.88
738,16-04-2024,60970,1,USD,50.41
2300,17-10-2023,35732,12,USD,243.61
2149,15-04-2024,81932,8,USD,500.8
1934,21-10-2023,93653,4,USD,204.94
1160,16-11-2023,54716,6,USD,244.16
146,14-01-2024,55065,12,USD,665.81
1801,17-04-2024,13217,8,USD,544.8
1691,31-03-2024,93644,16,USD,877.26
2093,16-02-2024,58650,4,USD,350.5
1811,21-04-2024,83081,6,USD,286.38
2083,06-07-2024,92577,5,USD,328.58
757,18-10-2023,95445,20,USD,1948.46
329,24-10-2023,86119,2,USD,153.9
2190,07-10-2023,50321,4,USD,91.87
1255,21-10-2023,14294,19,USD,569.3
2187,21-11-2023,99368,17,USD,1202.04
2115,14-01-2024,20040,17,USD,781.37
922,10-06-2024,50834,16,USD,949.32
1587,27-05-2024,28127,6,USD,543.67
1028,10-04-2024,40058,11,USD,382.34
1240,11-06-2024,68511,5,USD,163.22
2262,19-05-2024,47446,19,USD,774.95
366,03-01-2024,33893,9,USD,569.55
1678,30-04-2024,44836,13,USD,1264.16
2289,13-11-2023,20232,16,USD,380.0
1973,16-12-2023,39148,19,USD,794.71
2301,16-09-2023,48808,9,USD,314.29
236,16-05-2024,87297,10,USD,744.08
2020,29-03-2024,16422,9,USD,372.26
1159,22-03-2024,34212,5,USD,332.6
1431,22-11-2023,57040,16,USD,694.83
1978,20-02-2024,75215,15,USD,969.89
1186,24-06-2024,82820,19,USD,543.58
1134,01-01-2024,54385,13,USD,1240.71
572,05-02-2024,72714,4,USD,266.09
1885,12-05-2024,57222,12,USD,286.14
14,10-03-2024,65098,6,USD,544.91
31,04-06-2024,70722,3,USD,212.6
214,13-06-2024,40131,6,USD,589.79
1645,14-09-2023,35043,16,USD,970.66
1668,06-11-2023,90086,7,USD,545.33
2027,21-09-2023,74850,9,USD,637.49
2007,28-11-2023,32115,14,USD,967.72
561,13-05-2024,97535,9,USD,401.63
1190,26-11-2023,14858,3,USD,194.35
1969,04-02-2024,40786,9,USD,722.03
1970,18-02-2024,18665,8,USD,224.38
2332,20-10-2023,99553,17,USD,1322.5
175,14-06-2024,35948,14,USD,745.72
1968,01-11-2023,73084,4,USD,239.05
551,14-03-2024,70195,12,USD,711.29
331,30-01-2024,14501,8,USD,488.88
1708,14-07-2024,27492,18,USD,368.73
2207,08-03-2024,76341,2,USD,171.65
1061,08-05-2024,44293,10,USD,589.25
25,22-03-2024,59799,14,USD,302.46
989,08-06-2024,66965,3,USD,146.22
463,29-05-2024,29173,20,USD,1424.5
285,26-08-2024,11699,5,USD,339.09
339,18-04-2024,77385,18,USD,777.52
1892,16-01-2024,84331,5,USD,126.42
1350,17-01-2024,59735,1,USD,83.46
2049,28-07-2024,55055,3,USD,70.09
841,06-10-2023,94799,7,USD,494.69
111,18-03-2024,50643,17,USD,978.71
2073,11-05-2024,87270,14,USD,793.22
334,02-05-2024,43258,13,USD,1288.7
1972,04-01-2024,31480,13,USD,977.76
2280,26-02-2024,69859,16,USD,538.57
1715,08-11-2023,85601,8,USD,744.01
11,30-09-2023,43154,11,USD,735.74
1202,28-01-2024,42373,10,USD,492.37
1126,18-08-2024,61561,17,USD,563.45
490,04-06-2024,85973,8,USD,647.0
390,29-07-2024,32151,19,USD,1315.42
650,29-06-2024,31330,10,USD,299.66
1405,31-07-2024,41382,9,USD,863.03
1099,09-02-2024,23266,6,USD,452.92
1307,12-12-2023,93583,13,USD,1184.65
665,31-10-2023,65449,7,USD,643.43
678,03-09-2023,36312,20,USD,1615.76
2256,06-02-2024,13311,4,USD,208.96
160,24-03-2024,14293,7,USD,228.53
1588,02-11-2023,66692,1,USD,46.24
948,07-05-2024,55197,8,USD,555.23
447,21-03-2024,86332,15,USD,1342.59
305,15-09-2023,70756,7,USD,533.76
1563,07-08-2024,26511,2,USD,196.21
33,09-12-2023,92140,4,USD,235.48
404,27-06-2024,45395,3,USD,285.85
1300,19-06-2024,10094,1,USD,58.35
2179,02-10-2023,89641,10,USD,350.91
5,15-06-2024,82255,6,USD,550.38
1708,05-09-2023,54420,18,USD,915.48
1236,18-12-2023,84371,11,USD,764.28
334,03-07-2024,78951,20,USD,774.42
549,08-06-2024,30705,14,USD,1121.81
17,09-11-2023,16306,13,USD,637.71
542,24-02-2024,65906,12,USD,1113.03
2369,29-11-2023,52978,12,USD,1027.77
1506,23-12-2023,82757,20,USD,695.13
1437,19-01-2024,70528,3,USD,198.32
388,20-12-2023,73829,19,USD,1180.47
1963,01-02-2024,86123,1,USD,84.34
402,09-06-2024,91133,18,USD,1474.91
440,06-09-2023,68344,1,USD,21.6
1481,27-02-2024,37296,13,USD,1033.99
1891,31-01-2024,64723,6,USD,120.79
1956,17-12-2023,34762,10,USD,757.68
1573,03-10-2023,56102,1,USD,72.75
82,04-08-2024,62011,6,USD,520.5
2130,31-08-2024,30866,13,USD,528.85
403,10-08-2024,99942,1,USD,31.23
1070,17-02-2024,63888,14,USD,1229.83
1977,10-08-2024,19546,14,USD,496.87
921,26-12-2023,69235,13,USD,388.93
131,03-11-2023,68974,20,USD,1017.67
2316,08-03-2024,95808,5,USD,258.43
615,11-09-2023,70629,1,USD,96.12
1207,20-10-2023,79960,16,USD,356.53
523,01-05-2024,38389,16,USD,1006.87
166,23-08-2024,74952,5,USD,201.62
345,04-02-2024,17936,4,USD,336.28
2348,28-09-2023,29178,6,USD,481.8
1665,07-07-2024,46675,6,USD,192.14
2310,03-09-2023,73018,9,USD,583.86
2140,01-12-2023,14433,3,USD,172.63
831,26-01-2024,26870,8,USD,556.85
1458,29-10-2023,53013,7,USD,558.93
1247,02-05-2024,16449,5,USD,354.63
2086,07-12-2023,70297,2,USD,68.29
107,08-07-2024,13483,10,USD,824.41
1573,29-08-2024,81038,18,USD,1720.76
1229,31-07-2024,96486,5,USD,268.1
1590,03-07-2024,58707,19,USD,1312.73
1123,09-02-2024,50410,10,USD,983.63
1737,26-07-2024,83208,17,USD,389.95
2341,20-08-2024,82056,7,USD,233.21
1951,04-09-2023,61796,1,USD,35.39
285,05-08-2024,45959,10,USD,448.06
2315,20-05-2024,55780,12,USD,298.82
1065,20-11-2023,59152,14,USD,1060.25
1204,17-08-2024,52332,9,USD,222.29
934,27-07-2024,17610,20,USD,589.14
1146,08-02-2024,72408,17,USD,693.29
530,19-08-2024,23582,6,USD,427.44
1872,25-09-2023,91211,10,USD,985.04
726,09-06-2024,22964,8,USD,435.85
1909,09-11-2023,49005,3,USD,223.79
670,01-04-2024,15813,6,USD,236.59
867,21-01-2024,27165,20,USD,825.11
1453,17-05-2024,11718,12,USD,456.38
1817,11-06-2024,34321,20,USD,710.14
1125,23-03-2024,22960,16,USD,1250.96
1278,10-11-2023,78414,6,USD,508.15
2279,15-08-2024,80692,10,USD,836.64
2094,30-11-2023,52417,1,USD,51.16
2132,13-01-2024,11812,18,USD,789.9
2290,02-12-2023,38529,4,USD,383.24
2081,21-08-2024,13352,2,USD,195.89
1649,26-01-2024,29663,2,USD,40.35
817,28-02-2024,40492,16,USD,842.79
2146,01-03-2024,20208,14,USD,360.3
904,25-06-2024,94537,1,USD,44.06
2099,10-01-2024,52647,16,USD,690.83
751,06-01-2024,72050,6,USD,477.55
349,09-04-2024,25633,15,USD,1188.6
1932,19-11-2023,16930,3,USD,83.68
546,17-12-2023,96435,7,USD,545.8
1,31-05-2024,70023,4,USD,143.16
1688,29-05-2024,57421,8,USD,247.16
1782,21-03-2024,24806,8,USD,506.7
1308,11-02-2024,40102,9,USD,870.76
1663,21-02-2024,17056,14,USD,880.37
387,19-08-2024,83024,4,USD,272.03
450,25-04-2024,39964,6,USD,547.21
2243,12-06-2024,81866,16,USD,1081.65
2336,13-05-2024,30343,17,USD,1496.35
1529,21-05-2024,32063,20,USD,1492.82
438,08-01-2024,87166,1,USD,39.63
380,19-12-2023,90218,12,USD,399.47
2199,13-08-2024,98213,11,USD,362.48
2187,28-05-2024,24810,8,USD,320.18
601,19-10-2023,55079,11,USD,903.89
1816,16-06-2024,85729,11,USD,541.32
510,20-08-2024,35589,7,USD,358.11
109,29-11-2023,88521,5,USD,341.01
278,13-08-2024,57077,14,USD,1324.84
1176,28-04-2024,83535,13,USD,652.53
426,25-10-2023,19391,3,USD,96.63
322,13-05-2024,19263,10,USD,513.18
1146,17-07-2024,10619,3,USD,70.91
2025,20-09-2023,62074,4,USD,225.82
1016,28-11-2023,16095,10,USD,559.11
166,05-08-2024,18269,15,USD,802.77
2283,01-12-2023,24127,8,USD,754.15
1216,19-05-2024,95838,6,USD,441.27
2373,10-01-2024,89614,10,USD,762.21
584,11-07-2024,96938,14,USD,812.86
292,26-10-2023,92843,11,USD,526.91
633,23-03-2024,20876,1,USD,27.65
2116,18-06-2024,23252,20,USD,1873.41
851,10-05-2024,62265,9,USD,809.78
2356,08-05-2024,32105,12,USD,328.17
2129,22-01-2024,40388,4,USD,300.07
444,07-10-2023,66537,8,USD,328.05
1530,13-01-2024,26385,8,USD,173.88
1715,02-01-2024,11353,4,USD,197.84
558,28-11-2023,89030,8,USD,719.72
2343,14-11-2023,14196,17,USD,1316.92
176,06-12-2023,91398,5,USD,340.96
1545,21-07-2024,76491,2,USD,124.53
1637,16-08-2024,10111,11,USD,1004.65
614,08-07-2024,34441,14,USD,394.55
1527,19-09-2023,65213,4,USD,317.54
1506,28-03-2024,21796,11,USD,430.97
871,17-01-2024,10829,11,USD,838.17
1948,09-07-2024,79662,1,USD,29.03
1941,20-09-2023,22402,15,USD,598.32
1522,22-06-2024,64070,13,USD,865.36
1097,10-10-2023,74987,6,USD,539.87
1688,01-11-2023,86402,5,USD,301.35
768,21-04-2024,33221,4,USD,325.54
959,07-07-2024,42634,10,USD,425.25
1747,26-01-2024,85127,3,USD,176.51
1067,09-04-2024,67905,20,USD,1542.96
735,26-08-2024,72041,6,USD,298.77
345,27-04-2024,76056,19,USD,494.9
1815,25-07-2024,68508,3,USD,124.25
1203,27-12-2023,93368,16,USD,845.99
520,25-04-2024,81551,1,USD,53.26
1599,28-03-2024,37241,20,USD,642.13
1144,04-08-2024,17519,15,USD,699.5
629,24-01-2024,21378,19,USD,915.79
674,01-08-2024,56605,1,USD,44.93
1078,04-05-2024,24742,10,USD,371.52
1156,04-11-2023,48371,15,USD,475.76
2340,15-12-2023,30271,15,USD,1487.74
841,03-07-2024,89640,13,USD,889.73
1842,02-11-2023,87665,9,USD,824.47
1316,25-03-2024,30196,18,USD,1560.62
298,26-02-2024,21743,12,USD,893.19
2153,21-10-2023,39826,16,USD,393.35
2013,06-04-2024,45217,20,USD,1155.59
1131,12-11-2023,33989,6,USD,388.51
1412,21-01-2024,58036,9,USD,862.32
276,21-10-2023,88820,12,USD,458.21
1559,10-11-2023,34173,19,USD,382.36
165,25-02-2024,43987,4,USD,295.34
2345,05-01-2024,58804,8,USD,792.84
1352,15-06-2024,51567,9,USD,841.62
1574,17-11-2023,94921,4,USD,254.72
1670,11-10-2023,60511,17,USD,1507.69
2085,23-03-2024,67727,17,USD,1337.52
1052,30-10-2023,40546,10,USD,585.82
1745,11-07-2024,57009,10,USD,937.71
2017,09-05-2024,71962,9,USD,835.73
1999,11-04-2024,24778,2,USD,117.93
1996,20-03-2024,12008,3,USD,96.39
1737,14-02-2024,50496,2,USD,95.49
991,27-11-2023,11968,6,USD,597.84
1517,18-12-2023,15132,20,USD,1080.23
1446,25-04-2024,28476,2,USD,60.51
1135,29-08-2024,53253,10,USD,950.11
819,09-02-2024,95686,12,USD,835.42
1361,05-05-2024,92248,11,USD,362.64
1492,19-05-2024,88521,6,USD,129.97
1262,23-04-2024,37515,15,USD,643.18
1009,23-01-2024,77721,13,USD,730.53
837,23-04-2024,58057,16,USD,1151.06
196,11-03-2024,35141,4,USD,350.05
1027,04-04-2024,43322,14,USD,798.84
1584,17-06-2024,84090,2,USD,99.63
2235,08-11-2023,29855,13,USD,1006.6
2019,10-01-2024,76541,20,USD,1480.96
1701,26-09-2023,61671,1,USD,44.34
870,12-11-2023,73016,4,USD,163.03
1926,18-02-2024,40880,8,USD,549.05
1216,20-09-2023,60879,15,USD,311.78
699,24-09-2023,82432,15,USD,523.09
787,05-06-2024,24654,6,USD,225.61
1370,13-05-2024,57254,14,USD,442.55
2251,27-10-2023,54573,15,USD,1357.11
144,24-03-2024,79577,17,USD,1121.78
950,11-02-2024,99892,17,USD,1460.1
662,06-09-2023,80907,12,USD,670.87
179,02-08-2024,64753,7,USD,546.91
2100,10-02-2024,40784,20,USD,759.16
1789,16-09-2023,80407,12,USD,1009.02
307,24-10-2023,25369,4,USD,307.48
1991,19-09-2023,10952,17,USD,441.13
85,25-06-2024,79130,20,USD,815.25
1994,20-04-2024,18003,12,USD,528.94
1042,14-04-2024,42661,20,USD,797.68
1087,12-02-2024,87592,16,USD,1457.17
1659,10-12-2023,89043,5,USD,450.22
206,16-01-2024,91618,6,USD,456.62
1474,11-10-2023,16265,13,USD,1110.08
1929,14-06-2024,81626,3,USD,189.24
1577,25-02-2024,63920,10,USD,434.07
1280,20-05-2024,20696,3,USD,118.2
1105,26-05-2024,94933,18,USD,1049.36
2341,07-04-2024,77457,1,USD,44.33
489,08-01-2024,63345,5,USD,368.87
1120,11-09-2023,69905,3,USD,209.94
1782,24-03-2024,16786,16,USD,1486.99
559,05-03-2024,52125,13,USD,410.24
1221,16-07-2024,99078,4,USD,142.15
215,24-07-2024,29528,11,USD,970.32
2040,27-03-2024,74120,5,USD,151.64
1852,24-07-2024,91820,2,USD,94.35
186,28-12-2023,55816,6,USD,574.43
748,21-05-2024,90767,2,USD,64.09
1732,29-12-2023,53105,3,USD,96.54
1257,18-06-2024,43533,2,USD,132.88
1681,26-04-2024,87861,11,USD,331.75
756,10-09-2023,31554,11,USD,636.05
1888,31-03-2024,20070,8,USD,415.3
141,07-09-2023,74604,17,USD,1537.69
237,24-10-2023,14722,11,USD,913.05
815,22-09-2023,84160,7,USD,548.01
33,09-11-2023,95809,7,USD,343.64
1383,08-09-2023,86491,13,USD,604.23
2212,09-05-2024,16803,3,USD,159.7
536,27-03-2024,31228,20,USD,1509.1
2070,17-12-2023,78982,5,USD,128.54
152,22-01-2024,13304,2,USD,129.27
557,07-04-2024,51091,18,USD,737.78
1876,20-03-2024,78912,20,USD,1498.92
1139,14-08-2024,69687,2,USD,159.5
2140,04-05-2024,71786,15,USD,383.26
669,06-12-2023,59008,8,USD,554.55
1580,13-10-2023,63632,10,USD,980.38
594,05-11-2023,45638,19,USD,1562.13
27,30-01-2024,94972,20,USD,1909.02
1127,12-03-2024,69630,4,USD,337.82
278,07-11-2023,81182,2,USD,129.59
1876,15-09-2023,27369,15,USD,1277.78
1185,31-03-2024,91065,14,USD,1049.2
1689,11-01-2024,69004,8,USD,355.11
1463,28-07-2024,54214,20,USD,1159.62
2221,08-05-2024,76717,5,USD,347.39
441,12-08-2024,77946,5,USD,146.28
2267,02-08-2024,95127,17,USD,1271.85
1821,17-07-2024,69827,8,USD,656.38
966,07-01-2024,75230,6,USD,528.96
1789,17-01-2024,97048,10,USD,831.9
1879,29-12-2023,31837,7,USD,503.92
589,26-07-2024,72418,10,USD,267.87
301,31-01-2024,16251,1,USD,88.72
126,19-10-2023,11316,8,USD,578.27
497,21-09-2023,31856,17,USD,694.09
511,20-07-2024,49333,13,USD,424.48
587,12-04-2024,13464,2,USD,154.49
